time	V(n001)	V(n002)
8.591275062689725e-002	8.262499e+000	4.987531e+000
8.610806312689724e-002	8.654503e+000	4.991322e+000
8.630337562689723e-002	8.999608e+000	4.994323e+000
8.649868812689722e-002	9.295943e+000	4.996696e+000
8.669400062689721e-002	9.541903e+000	4.998545e+000
8.688931312689720e-002	9.736155e+000	4.999937e+000
8.708462562689719e-002	9.877645e+000	5.000916e+000
8.727993812689718e-002	9.965607e+000	5.001511e+000
8.747525062689716e-002	9.999565e+000	5.001738e+000
8.767056312689715e-002	9.979334e+000	5.001603e+000
8.786587562689714e-002	9.905025e+000	5.001102e+000
8.806118812689713e-002	9.777040e+000	5.000223e+000
8.825650062689712e-002	9.596071e+000	4.998940e+000
8.845181312689711e-002	9.363101e+000	4.997212e+000
8.864712562689710e-002	9.079391e+000	4.994980e+000
8.884243812689709e-002	8.746479e+000	4.992151e+000
8.903775062689708e-002	8.366170e+000	4.988580e+000
8.923306312689706e-002	7.940523e+000	4.984032e+000
8.942837562689705e-002	7.471846e+000	4.978086e+000
8.952603187689705e-002	7.222157e+000	4.974356e+000
8.962368812689704e-002	6.962679e+000	4.969894e+000
8.972134437689704e-002	6.693765e+000	4.964393e+000
8.981900062689703e-002	6.415780e+000	4.957277e+000
9.001431312689702e-002	5.834113e+000	4.929360e+000
9.011196937689701e-002	5.531220e+000	4.862010e+000
9.020962562689701e-002	5.220831e+000	4.687997e+000
9.030728187689700e-002	4.903367e+000	4.424608e+000
9.040493812689700e-002	4.579257e+000	4.132187e+000
9.069790687689698e-002	3.571490e+000	3.222902e+000
9.099087562689696e-002	2.520201e+000	2.274352e+000
9.118618812689695e-002	1.801472e+000	1.625869e+000
9.128384437689695e-002	1.438201e+000	1.298107e+000
9.138150062689694e-002	1.072981e+000	9.685907e-001
9.147915687689694e-002	7.063067e-001	6.377696e-001
9.157681312689693e-002	3.386751e-001	3.060973e-001
9.167446937689693e-002	-2.941548e-002	-2.596223e-002
9.177212562689692e-002	-3.974662e-001	-3.470805e-001
9.186978187689691e-002	-7.649782e-001	-6.108965e-001
9.191740422863495e-002	-9.438513e-001	-6.762894e-001
9.197260082276949e-002	-1.150789e+000	-6.976205e-001
9.203671628016848e-002	-1.390534e+000	-7.108333e-001
9.212885647848540e-002	-1.733611e+000	-7.231240e-001
9.232416897848539e-002	-2.453421e+000	-7.385855e-001
9.261713772848537e-002	-3.507006e+000	-7.522725e-001
9.291010647848536e-002	-4.517855e+000	-7.614437e-001
9.320307522848534e-002	-5.473650e+000	-7.682543e-001
9.349604397848532e-002	-6.362741e+000	-7.735802e-001
9.378901272848531e-002	-7.174297e+000	-7.778474e-001
9.408198147848529e-002	-7.898426e+000	-7.812923e-001
9.437495022848527e-002	-8.526303e+000	-7.840568e-001
9.466791897848526e-002	-9.050280e+000	-7.862306e-001
9.496088772848524e-002	-9.463968e+000	-7.878718e-001
9.525385647848522e-002	-9.762329e+000	-7.890184e-001
9.535151272848522e-002	-9.835484e+000	-7.892950e-001
9.564448147848520e-002	-9.974667e+000	-7.898167e-001
9.593745022848518e-002	-9.992298e+000	-7.898824e-001
9.623041897848517e-002	-9.888162e+000	-7.894933e-001
9.652338772848515e-002	-9.663528e+000	-7.886423e-001
9.681635647848513e-002	-9.321135e+000	-7.873126e-001
9.710932522848512e-002	-8.865153e+000	-7.854759e-001
9.740229397848510e-002	-8.301140e+000	-7.830875e-001
9.769526272848508e-002	-7.635969e+000	-7.800791e-001
9.798823147848507e-002	-6.877745e+000	-7.763446e-001
9.828120022848505e-002	-6.035709e+000	-7.717131e-001
9.857416897848503e-002	-5.120121e+000	-7.658927e-001
9.886713772848502e-002	-4.142139e+000	-7.583340e-001
9.916010647848500e-002	-3.113681e+000	-7.478216e-001
9.945307522848498e-002	-2.047280e+000	-7.306679e-001
9.955073147848498e-002	-1.685616e+000	-7.212684e-001
9.964838772848497e-002	-1.321669e+000	-7.059938e-001
9.974604397848497e-002	-9.559298e-001	-6.682776e-001
9.981625850157176e-002	-6.921353e-001	-5.790168e-001
9.987285692619721e-002	-4.791346e-001	-4.310422e-001
9.990311966839750e-002	-3.651491e-001	-3.302597e-001
9.994083720408588e-002	-2.230200e-001	-2.019167e-001
1.000000000000000e-001	-1.469576e-014	-5.555894e-004
