time	V(n001)
8.108805325440739e-002	1.632036e+001
8.142287468297881e-002	1.631470e+001
8.186930325440735e-002	1.630715e+001
8.231573182583590e-002	1.629961e+001
8.276216039726445e-002	1.629207e+001
8.320858896869299e-002	1.628454e+001
8.365501754012153e-002	1.627701e+001
8.410144611155009e-002	1.626948e+001
8.454787468297863e-002	1.626195e+001
8.491059789726432e-002	1.625584e+001
8.527332111155002e-002	1.624973e+001
8.563604432583571e-002	1.624362e+001
8.599876754012140e-002	1.623752e+001
8.636149075440709e-002	1.623142e+001
8.672421396869279e-002	1.622532e+001
8.708693718297848e-002	1.621922e+001
8.721249521869276e-002	1.621711e+001
8.733805325440704e-002	1.621500e+001
8.746361129012131e-002	1.621289e+001
8.758916932583560e-002	1.621078e+001
8.771472736154988e-002	1.620867e+001
8.784028539726416e-002	1.620656e+001
8.796584343297843e-002	1.620446e+001
8.806349968297843e-002	1.620282e+001
8.825881218297842e-002	1.619954e+001
8.845412468297841e-002	1.619626e+001
8.864943718297839e-002	1.619298e+001
8.874709343297839e-002	1.619134e+001
8.884474968297838e-002	1.618970e+001
8.894240593297838e-002	1.618806e+001
8.904006218297837e-002	1.618643e+001
8.913771843297837e-002	1.618479e+001
8.923537468297836e-002	1.618315e+001
8.933303093297836e-002	1.618151e+001
8.943068718297835e-002	1.617988e+001
8.952834343297834e-002	1.617824e+001
8.962599968297834e-002	1.617660e+001
8.972365593297833e-002	1.617496e+001
8.982131218297833e-002	1.617333e+001
8.991896843297832e-002	1.617169e+001
8.999897236861938e-002	1.617035e+001
9.006004253488453e-002	1.616933e+001
9.010179860841182e-002	1.616864e+001
9.014792744754441e-002	1.616787e+001
9.019054047964822e-002	1.616717e+001
9.023498689515992e-002	1.616644e+001
9.028020774158992e-002	1.616573e+001
9.032693484030942e-002	1.616501e+001
9.037539833546623e-002	1.616432e+001
9.042588633801950e-002	1.616369e+001
9.047893245932979e-002	1.616319e+001
9.053520217033254e-002	1.616296e+001
9.059603136721964e-002	1.616329e+001
9.066384371733753e-002	1.616479e+001
9.074483929777694e-002	1.616895e+001
9.084249554777693e-002	1.617820e+001
9.094015179777693e-002	1.619268e+001
9.103780804777692e-002	1.621236e+001
9.113546429777691e-002	1.623595e+001
9.123312054777691e-002	1.626164e+001
9.133077679777690e-002	1.628758e+001
9.142843304777690e-002	1.631230e+001
9.152608929777689e-002	1.633475e+001
9.162374554777689e-002	1.635431e+001
